#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|00014	NODE_1_length_141231_cov_51.1498	9400	10161	762	1	No	0	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
metaerg.pl|03247	NODE_209_length_4400_cov_4.29827	3176	4261	1086	-1	No	0	TIGR00468	"phenylalanine--tRNA ligase, alpha subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03261	NODE_212_length_4385_cov_24.4266	2	1195	1194	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A pituitosum
metaerg.pl|03263	NODE_212_length_4385_cov_24.4266	1653	2162	510	-1	No	0	TIGR01611	"phage major tail tube protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum anthropi
metaerg.pl|03304	NODE_220_length_4262_cov_2.90872	305	1057	753	1	No	0	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|03305	NODE_220_length_4262_cov_2.90872	1060	2112	1053	1	No	0	TIGR01009	"ribosomal protein uS3"	unknow
metaerg.pl|03305	NODE_220_length_4262_cov_2.90872	1060	2112	1053	1	No	0	TIGR01726	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	unknow
metaerg.pl|03306	NODE_220_length_4262_cov_2.90872	2151	2564	414	1	No	0	TIGR01164	"ribosomal protein uL16"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Paramesorhizobium;s__Paramesorhizobium deserti
metaerg.pl|03307	NODE_220_length_4262_cov_2.90872	2579	2779	201	1	No	0	TIGR00012	"ribosomal protein uL29"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03308	NODE_220_length_4262_cov_2.90872	2791	3030	240	1	No	0	TIGR03635	"ribosomal protein uS17"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03309	NODE_220_length_4262_cov_2.90872	3176	3544	369	1	No	0	TIGR01067	"ribosomal protein uL14"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03310	NODE_220_length_4262_cov_2.90872	3557	3871	315	1	No	0	TIGR01079	"ribosomal protein uL24"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium;s__Aquamicrobium defluvii
metaerg.pl|03341	NODE_225_length_4079_cov_12.1292	2	1432	1431	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp003176975
metaerg.pl|03375	NODE_229_length_4024_cov_4.93474	421	1821	1401	-1	No	0	TIGR01466	"precorrin-3B C17-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03376	NODE_229_length_4024_cov_4.93474	1863	2603	741	-1	No	0	TIGR01467	"precorrin-2 C(20)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03396	NODE_232_length_3977_cov_2.81948	488	1375	888	-1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|03397	NODE_232_length_3977_cov_2.81948	1387	2205	819	-1	No	0	TIGR00571	"DNA adenine methylase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03399	NODE_232_length_3977_cov_2.81948	2739	2951	213	-1	No	0	TIGR02419	"phage/conjugal plasmid C-4 type zinc finger protein, TraR family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|03412	NODE_235_length_3923_cov_11.2508	459	3758	3300	1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|03415	NODE_236_length_3921_cov_5.28505	2180	3571	1392	1	No	0	TIGR00797	"MATE efflux family protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03426	NODE_238_length_3902_cov_6.1687	3	410	408	1	No	0	TIGR02464	"conserved hypothetical protein"	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp002160135
metaerg.pl|03436	NODE_240_length_3899_cov_4.9256	1	477	477	-1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475
metaerg.pl|03454	NODE_243_length_3883_cov_25.4036	1	780	780	-1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|03465	NODE_245_length_3868_cov_2.97771	109	891	783	1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Lc-Nu;
metaerg.pl|03466	NODE_245_length_3868_cov_2.97771	888	1334	447	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kalixensis
metaerg.pl|03471	NODE_245_length_3868_cov_2.97771	2923	3402	480	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola
metaerg.pl|03497	NODE_251_length_3780_cov_6.53262	2347	2901	555	1	No	0	TIGR02258	"2'-5' RNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03520	NODE_256_length_3745_cov_24.7615	951	1964	1014	-1	No	0	TIGR01446	"DnaD domain protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K allii
metaerg.pl|03522	NODE_256_length_3745_cov_24.7615	2773	3666	894	-1	No	0	TIGR00616	"recombinase, phage RecT family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K tucceti
metaerg.pl|03543	NODE_260_length_3700_cov_4.8546	1193	1621	429	1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unclassified Myoviridae;s__Lactobacillus prophage Lj771;
metaerg.pl|03557	NODE_263_length_3688_cov_6.4349	2	1819	1818	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|03573	NODE_266_length_3657_cov_9.0397	2033	2407	375	-1	No	0	TIGR03655	"restriction alleviation protein, Lar family"	unknow
metaerg.pl|03580	NODE_267_length_3629_cov_3.48657	1753	3066	1314	1	No	0	TIGR01197	"metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03584	NODE_268_length_3616_cov_4.00421	2192	3154	963	-1	No	0	TIGR01292	"thioredoxin-disulfide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03635	NODE_278_length_3511_cov_5.53356	2224	2874	651	-1	No	0	TIGR01644	"phage baseplate assembly protein V"	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa sphaeroides
metaerg.pl|03664	NODE_284_length_3478_cov_30.2559	1810	2469	660	-1	No	0	TIGR01634	"phage tail protein I"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum anthropi
metaerg.pl|03676	NODE_287_length_3463_cov_551.089	3	2300	2298	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__Shinella sp002364745
metaerg.pl|03683	NODE_289_length_3446_cov_5.13772	657	1907	1251	1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|03684	NODE_289_length_3446_cov_5.13772	1898	3337	1440	1	No	0	TIGR01538	"phage portal protein, SPP1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|03685	NODE_290_length_3439_cov_4.64066	135	725	591	1	No	0	TIGR01644	"phage baseplate assembly protein V"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudoruegeria;s__Pseudoruegeria aquimaris
metaerg.pl|03688	NODE_290_length_3439_cov_4.64066	2325	3008	684	1	No	0	TIGR01634	"phage tail protein I"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unclassified Myoviridae;s__Rhizobium phage RR1-B;
metaerg.pl|03694	NODE_291_length_3418_cov_10.0636	1519	1995	477	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis
metaerg.pl|03700	NODE_292_length_3405_cov_19.1678	1056	1571	516	-1	No	0	TIGR01593	"toxin secretion/phage lysis holin"	unknow
metaerg.pl|03709	NODE_294_length_3399_cov_3.28888	271	3399	3129	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H hokkaidonensis
metaerg.pl|03715	NODE_296_length_3367_cov_3.5305	1514	3367	1854	-1	No	0	TIGR02786	"double-strand break repair protein AddB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|03744	NODE_303_length_3321_cov_7.15922	913	1518	606	-1	No	0	TIGR01634	"phage tail protein I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03747	NODE_303_length_3321_cov_7.15922	2757	3320	564	-1	No	0	TIGR01644	"phage baseplate assembly protein V"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03751	NODE_304_length_3314_cov_6.90653	1265	1774	510	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03759	NODE_306_length_3299_cov_3.82953	1263	1808	546	1	No	0	TIGR02727	"5-formyltetrahydrofolate cyclo-ligase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|03794	NODE_312_length_3235_cov_4.02044	2072	3235	1164	1	No	0	TIGR02167	"bacterial surface protein 26-residue repeat"	unknow
metaerg.pl|03797	NODE_313_length_3218_cov_5.25672	1919	2569	651	1	No	0	TIGR01855	"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03798	NODE_313_length_3218_cov_5.25672	2566	3216	651	1	No	0	TIGR00007	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|03823	NODE_319_length_3174_cov_6.23597	83	688	606	1	No	0	TIGR01634	"phage tail protein I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|03827	NODE_320_length_3156_cov_10.188	957	1946	990	1	No	0	TIGR01551	"phage major capsid protein, P2 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|03834	NODE_322_length_3145_cov_3.93528	1295	1606	312	1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__GCF-002002485;s__GCF-002002485 sp002002485
metaerg.pl|03846	NODE_325_length_3114_cov_13.9873	327	800	474	-1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola
metaerg.pl|03850	NODE_325_length_3114_cov_13.9873	2029	2532	504	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|03864	NODE_328_length_3083_cov_4.83785	1582	1941	360	-1	No	0	TIGR01593	"toxin secretion/phage lysis holin"	unknow
metaerg.pl|03875	NODE_332_length_3069_cov_3.57266	1297	1608	312	-1	No	0	TIGR00987	"integration host factor, alpha subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03876	NODE_332_length_3069_cov_3.57266	1682	2656	975	-1	No	0	TIGR00747	"3-oxoacyl-[acyl-carrier-protein] synthase III"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03896	NODE_337_length_3018_cov_9.55822	783	1655	873	-1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;g__Biseptimavirus;s__Staphylococcus virus 77;
metaerg.pl|03902	NODE_339_length_3005_cov_4.41153	136	1482	1347	-1	No	0	TIGR00967	"preprotein translocase, SecY subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|03903	NODE_339_length_3005_cov_4.41153	1717	2181	465	-1	No	0	TIGR01071	"ribosomal protein uL15"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium huautlense
metaerg.pl|03904	NODE_339_length_3005_cov_4.41153	2201	2407	207	-1	No	0	TIGR01308	"ribosomal protein uL30"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|03905	NODE_339_length_3005_cov_4.41153	2440	3003	564	-1	No	0	TIGR01021	"ribosomal protein uS5"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|03918	NODE_344_length_2981_cov_8.89337	673	1785	1113	-1	No	0	TIGR04387	"major capsid protein, N4-gp56 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum intermedium
metaerg.pl|03922	NODE_343_length_2981_cov_2.19651	389	1993	1605	1	No	0	TIGR01539	"phage portal protein, lambda family"	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Carboxydothermales;f__Carboxydothermaceae;g__Carboxydothermus;s__Carboxydothermus pertinax
metaerg.pl|03966	NODE_354_length_2927_cov_4.34958	703	2151	1449	-1	No	0	TIGR01085	"UDP-N-acetylmuramyl-tripeptide synthetase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|03982	NODE_358_length_2904_cov_5.09372	3	2339	2337	-1	No	0	TIGR00757	"ribonuclease, Rne/Rng family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|03985	NODE_359_length_2902_cov_5.46716	2174	2686	513	1	No	0	TIGR01611	"phage major tail tube protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|04033	NODE_370_length_2801_cov_7.9665	2	964	963	1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	unknow
metaerg.pl|04048	NODE_375_length_2776_cov_516.819	1	963	963	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium sp900473305
metaerg.pl|04087	NODE_386_length_2700_cov_3.73195	199	2118	1920	1	No	0	TIGR02350	"chaperone protein DnaK"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|04109	NODE_392_length_2677_cov_5.8135	777	1772	996	-1	No	0	TIGR00554	"pantothenate kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|04110	NODE_392_length_2677_cov_5.8135	1765	2088	324	-1	No	0	TIGR03188	"phosphoribosyl-ATP diphosphatase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|04117	NODE_394_length_2674_cov_5.21688	207	1646	1440	-1	No	0	TIGR01613	"phage/plasmid primase, P4 family, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|04165	NODE_408_length_2621_cov_2035.17	1	2619	2619	1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__Shinella sp002364745
metaerg.pl|04176	NODE_410_length_2618_cov_4.95357	2026	2616	591	-1	No	0	TIGR04406	"LPS export ABC transporter ATP-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|04172	NODE_411_length_2618_cov_25.1705	823	1635	813	1	No	0	TIGR02681	"phage regulatory protein, Rha family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|04185	NODE_413_length_2597_cov_100.218	360	632	273	1	No	0	TIGR00053	"addiction module toxin component, YafQ family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter intestini
metaerg.pl|04185	NODE_413_length_2597_cov_100.218	360	632	273	1	No	0	TIGR02385	"addiction module toxin, RelE/StbE family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter intestini
metaerg.pl|04192	NODE_415_length_2573_cov_3.27403	1	1179	1179	1	No	0	TIGR01414	"outer membrane autotransporter barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|04206	NODE_419_length_2548_cov_7.25191	365	688	324	-1	No	0	TIGR01068	"thioredoxin"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|04208	NODE_420_length_2525_cov_2.93117	3	1907	1905	-1	No	0	TIGR01494	"HAD ATPase, P-type, family IC"	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp002159665
metaerg.pl|04219	NODE_423_length_2516_cov_4.69606	1656	2516	861	-1	No	0	TIGR01613	"phage/plasmid primase, P4 family, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|04266	NODE_437_length_2465_cov_3.77925	2030	2365	336	1	No	0	TIGR01550	"death-on-curing family protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002966775
metaerg.pl|04269	NODE_439_length_2431_cov_20.2113	1	624	624	1	No	0	TIGR01600	"phage minor tail protein L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|04284	NODE_444_length_2416_cov_18.5845	76	636	561	-1	No	0	TIGR02215	"phage conserved hypothetical protein, phiE125 gp8 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|04285	NODE_444_length_2416_cov_18.5845	868	2082	1215	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A thiophenivorans
metaerg.pl|04296	NODE_447_length_2410_cov_23.4268	779	1681	903	1	No	0	TIGR00616	"recombinase, phage RecT family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K ginsenosidimutans
metaerg.pl|04300	NODE_448_length_2408_cov_12.6647	945	2117	1173	1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A sp002278035
